Concurso;Data Sorteio;B1;B2;B3;B4;B5;B6;B7;B8;B9;B10;B11;B12;B13;B14;B15;Ganhou
1679;22/06/2018;17;19;7;8;10;5;20;21;11;14;23;9;15;16;12;7
1680;25/06/2018;20;13;23;18;25;10;8;2;1;21;12;7;14;3;11;2
1681;27/06/2018;25;8;11;22;20;1;2;7;12;17;15;16;3;10;23;8
1682;29/06/2018;20;15;1;7;13;25;17;9;19;21;18;12;4;6;5;3
1683;02/07/2018;9;13;2;18;15;1;10;17;5;23;24;16;3;25;11;3
1684;04/07/2018;17;9;7;10;13;16;14;12;23;25;4;22;2;15;24;4
1685;06/07/2018;16;11;17;3;2;7;21;12;5;1;24;22;14;19;6;3
1686;09/07/2018;10;15;20;18;19;13;5;17;22;9;23;6;24;2;4;3
1687;11/07/2018;9;19;1;24;2;4;6;20;17;10;14;7;18;3;16;2
1688;13/07/2018;3;24;8;10;19;21;5;13;25;1;22;7;6;15;4;0
1689;16/07/2018;11;7;14;9;6;16;13;1;10;19;23;2;18;22;17;2
1690;18/07/2018;2;16;1;20;15;8;19;5;10;13;7;4;23;25;22;5
1691;20/07/2018;1;13;3;8;4;5;19;7;10;18;12;15;2;16;11;2
1692;23/07/2018;25;22;23;5;18;20;7;15;24;6;17;12;10;14;3;5
1693;25/07/2018;1;19;3;11;22;17;23;14;21;16;20;4;6;7;8;1
1694;27/07/2018;12;11;19;2;24;3;13;5;18;4;17;23;1;9;20;1
1695;30/07/2018;21;13;14;17;22;23;4;9;1;24;18;11;5;25;20;1
1696;01/08/2018;8;12;18;17;10;16;4;5;19;24;7;2;13;14;23;4
1697;03/08/2018;24;23;20;6;22;21;3;10;13;19;25;4;7;18;17;1
1698;06/08/2018;18;20;14;3;2;16;8;19;25;22;9;13;5;21;4;1
1699;08/08/2018;6;21;23;15;8;13;24;9;16;25;10;19;4;14;5;4
1700;10/08/2018;2;8;6;23;24;13;16;12;1;21;7;3;22;14;20;4
1701;13/08/2018;8;6;1;22;2;17;5;16;21;3;10;7;18;13;20;3
1702;15/08/2018;15;10;3;4;7;17;18;14;25;5;22;19;16;11;8;2
1703;17/08/2018;22;18;1;16;9;8;13;17;3;19;14;10;6;12;15;2
1704;20/08/2018;7;18;9;6;2;4;16;20;22;13;14;19;12;10;11;1
1705;22/08/2018;24;20;18;14;19;3;21;4;2;12;9;23;5;16;17;2
1706;24/08/2018;9;2;4;3;7;12;15;13;5;17;21;18;8;20;14;7
1707;27/08/2018;12;21;2;18;17;25;11;22;10;13;23;9;5;16;19;1
1708;08/09/2018;14;13;9;2;1;17;3;10;8;12;18;7;4;6;22;33
1709;10/09/2018;21;13;22;24;3;12;15;11;5;18;1;19;23;20;4;1
1710;12/09/2018;7;2;20;21;5;22;12;4;24;10;17;25;9;6;11;2
1711;14/09/2018;11;14;18;8;23;19;5;3;4;21;13;20;2;1;10;3
1712;17/09/2018;7;5;13;17;10;24;23;15;3;6;1;16;25;14;18;14
1713;19/09/2018;4;20;15;24;13;12;10;9;23;17;19;8;16;21;1;3
1714;21/09/2018;18;6;10;8;5;19;23;15;21;14;24;7;3;1;22;2
1715;24/09/2018;19;25;1;22;24;8;4;21;2;11;18;17;16;13;6;4
1716;26/09/2018;25;11;12;24;23;4;17;16;5;10;7;1;22;3;13;0
1717;28/09/2018;8;21;15;14;9;3;22;10;24;23;4;5;1;11;7;2
1718;01/10/2018;17;8;3;5;24;6;21;12;20;22;2;11;10;18;7;7
1719;03/10/2018;4;21;2;24;6;25;15;20;17;18;23;13;11;3;10;1
1720;05/10/2018;9;13;20;11;25;17;23;4;22;18;3;24;15;10;2;11
1721;08/10/2018;25;6;16;11;1;5;4;15;21;8;24;3;13;19;14;2
1722;10/10/2018;11;12;5;17;4;21;23;25;14;2;8;22;19;7;15;8
1723;13/10/2018;10;1;6;11;22;7;2;4;17;14;13;19;21;18;12;6
1724;15/10/2018;15;22;20;9;11;10;7;16;13;23;21;6;5;18;12;3
1725;17/10/2018;1;12;25;13;19;14;24;5;8;21;18;6;23;15;22;2
1726;19/10/2018;20;19;12;3;11;10;1;15;8;5;14;25;6;22;17;23
1727;22/10/2018;7;1;13;5;10;6;20;22;2;16;24;15;9;14;21;2
1728;24/10/2018;2;7;14;17;21;15;3;10;6;11;5;9;12;22;8;1
1729;26/10/2018;21;12;9;25;10;14;6;18;16;2;1;4;11;24;8;7
1730;29/10/2018;24;15;23;7;1;13;12;22;25;18;8;10;14;19;16;2
1731;31/10/2018;3;8;22;19;17;13;7;24;14;5;25;1;9;10;20;8
1732;03/11/2018;3;14;20;17;12;22;9;21;24;18;19;10;5;13;1;2
1733;05/11/2018;25;9;21;16;15;23;2;12;14;5;19;13;8;1;4;4
1734;07/11/2018;2;15;22;16;21;6;3;25;1;7;8;24;17;10;11;4
1735;09/11/2018;13;6;14;19;21;10;24;1;3;15;25;12;20;23;2;1
1736;12/11/2018;25;6;12;13;9;3;16;15;11;7;23;18;19;24;22;4
1737;14/11/2018;10;4;12;16;25;11;22;18;6;19;5;24;15;2;20;3
1738;16/11/2018;18;13;3;10;24;19;14;9;6;22;1;20;23;21;17;1
1739;19/11/2018;3;5;24;14;4;19;16;8;7;2;20;6;12;22;11;1
1740;21/11/2018;4;8;22;6;11;5;9;18;16;24;10;1;19;2;3;2
1741;23/11/2018;15;18;25;16;5;8;19;1;20;21;12;23;17;11;22;3
1742;26/11/2018;25;16;9;10;18;14;4;21;15;1;12;20;17;8;6;0
1743;28/11/2018;5;6;21;15;13;25;17;22;7;18;24;11;19;10;8;5
1744;30/11/2018;13;19;10;21;18;24;1;17;20;11;23;6;12;15;5;0
1745;03/12/2018;6;11;10;25;18;4;9;20;24;16;21;3;8;2;7;3
1746;05/12/2018;3;6;19;15;22;25;12;4;11;7;16;10;8;23;9;1
1747;07/12/2018;20;21;10;16;13;15;8;17;7;1;4;25;5;6;19;1
1748;10/12/2018;5;10;1;3;9;19;17;11;18;7;22;25;12;21;6;2
1749;12/12/2018;19;4;9;24;12;25;6;21;15;13;20;22;23;16;2;5
1750;14/12/2018;20;17;18;13;4;24;7;12;1;16;10;19;23;22;6;3
1751;17/12/2018;7;18;3;24;1;4;6;10;22;19;15;13;9;12;25;14
1752;19/12/2018;15;7;4;13;16;6;22;9;20;18;3;1;12;17;8;2
1753;21/12/2018;12;3;8;17;24;5;15;2;6;9;22;25;13;1;21;3
1754;24/12/2018;5;17;1;3;20;2;14;13;25;12;24;4;21;10;15;2
1755;26/12/2018;9;3;25;21;2;22;18;8;20;23;11;1;19;16;13;2
1756;28/12/2018;17;13;16;12;6;2;5;24;23;19;8;7;21;1;22;6
1757;31/12/2018;15;18;3;10;25;13;14;4;7;17;20;23;21;22;1;0
1758;02/01/2019;23;22;9;4;17;20;12;19;2;10;14;1;7;8;13;5
1759;04/01/2019;18;22;8;16;14;5;10;23;6;3;4;15;1;2;19;0
1760;07/01/2019;16;23;15;25;14;24;7;1;5;20;6;4;12;3;18;6
1761;09/01/2019;11;21;2;19;13;25;3;17;9;5;10;6;20;1;18;4
1762;11/01/2019;20;22;5;12;17;6;25;7;21;1;23;16;8;2;15;6
1763;14/01/2019;16;24;10;1;8;5;9;11;14;4;15;2;13;3;21;1
1764;16/01/2019;15;6;2;25;19;14;23;17;4;20;16;7;1;12;10;4
1765;18/01/2019;22;5;14;4;17;25;8;13;18;2;21;1;9;3;11;8
1766;21/01/2019;7;10;23;15;16;1;20;12;21;14;8;3;11;13;9;1
1767;23/01/2019;9;15;2;20;5;19;24;16;6;4;7;25;11;10;23;1
1768;25/01/2019;10;25;4;12;18;19;14;17;20;6;23;1;2;24;22;1
1769;28/01/2019;10;3;7;12;23;8;14;20;5;25;16;13;1;17;18;7
1770;30/01/2019;21;2;11;18;20;5;7;19;23;14;12;4;15;22;25;2
1771;01/02/2019;24;11;21;17;13;25;18;19;6;7;15;16;23;10;2;1
1772;04/02/2019;5;19;10;13;9;7;4;24;20;1;14;16;3;21;25;4
1773;06/02/2019;8;16;19;18;13;2;10;25;9;5;17;24;15;21;1;1
1774;08/02/2019;12;7;10;19;25;15;13;23;24;3;20;22;14;9;17;7
1775;11/02/2019;19;17;15;6;11;9;7;16;18;3;8;14;20;23;12;3
1776;13/02/2019;11;25;19;17;12;24;7;23;18;6;13;3;22;4;2;9
1777;15/02/2019;24;21;6;14;8;16;10;25;12;15;18;2;4;20;19;16
1778;18/02/2019;16;19;1;3;8;11;18;21;13;9;24;5;23;10;6;12
1779;20/02/2019;22;19;25;3;2;21;20;23;24;18;9;4;6;8;15;3
1780;22/02/2019;16;22;5;25;11;14;9;4;13;17;15;3;10;8;6;2
1781;25/02/2019;10;15;19;7;9;8;20;22;16;4;18;1;11;5;21;3
1782;27/02/2019;19;1;25;7;20;22;13;8;3;17;2;15;14;12;18;2
1783;01/03/2019;18;25;12;8;20;24;22;4;11;14;3;23;15;10;21;5
1784;06/03/2019;10;1;4;25;19;7;22;11;9;23;17;14;13;18;3;50
1785;08/03/2019;7;6;23;14;1;19;8;5;11;25;9;16;4;17;21;2
1786;11/03/2019;7;20;6;5;21;1;17;12;16;24;3;23;22;4;18;1
1787;13/03/2019;1;12;4;18;7;20;11;10;2;25;14;21;6;19;23;9
1788;15/03/2019;1;6;2;19;18;11;15;13;9;17;14;23;20;7;10;1
1789;18/03/2019;25;21;9;17;8;13;3;24;15;1;22;19;11;14;5;11
1790;20/03/2019;21;6;3;2;24;11;12;25;23;8;18;15;13;1;17;2
1791;22/03/2019;7;2;13;18;15;1;22;20;24;5;10;19;4;8;17;2
1792;25/03/2019;9;15;13;6;7;24;10;25;14;22;3;2;16;17;21;1
1793;27/03/2019;20;10;3;13;18;5;19;1;11;16;24;6;2;23;21;1
1794;29/03/2019;13;16;10;18;21;19;5;11;3;4;24;8;25;22;7;1
1795;01/04/2019;10;8;4;19;17;16;22;13;25;18;2;24;7;9;23;4
1796;03/04/2019;15;19;20;18;5;25;1;12;16;3;23;21;10;24;9;3
1797;05/04/2019;19;6;5;7;24;11;18;9;14;3;15;25;17;10;16;3
1798;08/04/2019;20;9;3;2;13;12;16;14;23;21;15;4;19;7;5;2
1799;10/04/2019;23;5;4;11;2;18;25;22;15;20;10;12;3;24;8;3
1800;12/04/2019;8;7;14;20;21;2;5;16;10;1;15;6;13;12;22;4
1801;15/04/2019;5;1;23;7;24;10;17;18;12;22;13;20;19;4;15;8
1802;17/04/2019;11;12;2;21;5;16;25;15;20;8;24;23;19;14;1;2
1803;20/04/2019;23;9;3;5;7;21;18;6;20;17;19;11;4;24;15;3
1804;22/04/2019;17;13;10;20;22;5;9;19;15;1;24;25;14;8;11;4
1805;24/04/2019;16;18;24;1;15;22;10;23;2;20;4;5;14;9;6;2
1806;26/04/2019;21;2;14;15;16;19;20;25;4;5;7;11;9;1;23;6
1807;29/04/2019;24;7;13;5;1;25;3;8;17;18;20;9;19;14;2;2
1808;02/05/2019;16;24;5;7;11;18;13;22;12;8;3;20;15;19;25;1
1809;03/05/2019;6;1;20;24;14;18;13;16;4;25;9;2;5;17;23;4
1810;06/05/2019;4;1;16;14;12;9;3;7;21;22;6;13;24;25;19;9
1811;08/05/2019;14;18;2;4;21;24;5;20;12;7;6;10;8;3;13;1
1812;10/05/2019;24;21;18;12;13;2;9;25;7;23;20;11;4;19;6;6
1813;13/05/2019;14;16;5;17;1;2;13;23;11;25;4;15;8;20;7;2
1814;15/05/2019;14;7;12;18;5;25;19;2;15;16;23;24;1;21;3;3
1815;17/05/2019;15;20;24;6;7;25;13;19;12;3;18;14;10;11;21;1
1816;20/05/2019;9;11;21;14;15;2;1;20;16;13;7;18;6;8;4;2
1817;22/05/2019;21;24;4;7;22;23;16;18;14;17;9;11;15;1;10;1
1818;24/05/2019;1;16;10;21;14;4;24;8;6;11;15;5;9;23;19;4
1819;27/05/2019;15;14;10;1;9;11;16;17;6;19;23;12;18;13;20;2
1820;29/05/2019;18;17;1;13;22;4;19;10;20;14;7;25;16;5;21;2
1821;31/05/2019;25;10;21;5;17;7;3;4;16;13;9;20;14;19;2;0
1822;03/06/2019;25;19;9;24;21;16;14;17;20;13;1;6;4;12;18;2
1823;05/06/2019;10;19;22;13;6;15;3;7;17;8;16;9;18;5;12;1
1824;07/06/2019;18;20;23;9;16;25;2;11;21;13;14;8;5;17;6;14
1825;10/06/2019;9;10;15;23;22;1;16;21;7;8;11;20;14;3;17;1
1826;12/06/2019;12;2;25;9;22;1;21;8;7;14;19;11;13;5;10;1
1827;14/06/2019;14;13;24;12;19;22;10;17;6;3;4;21;7;18;1;14
1828;17/06/2019;19;13;7;5;6;1;15;21;11;23;12;24;8;9;2;0
1829;19/06/2019;5;13;7;19;21;16;15;3;10;24;22;4;11;2;23;4
1830;21/06/2019;12;1;11;14;3;24;10;19;5;20;23;8;18;17;22;7
1831;24/06/2019;21;20;23;8;10;18;19;2;12;14;4;9;22;16;5;3
1832;26/06/2019;19;10;21;7;8;20;22;2;11;23;25;9;18;24;16;2
1833;28/06/2019;24;23;11;20;12;9;25;15;21;14;16;1;19;7;18;2
1834;01/07/2019;21;23;13;18;20;6;15;5;12;17;19;22;14;2;8;1
1835;03/07/2019;1;4;16;23;20;11;18;21;15;24;7;14;6;13;22;5
1836;05/07/2019;6;15;4;1;3;17;7;9;14;24;18;25;8;12;19;1
1837;08/07/2019;11;12;13;8;16;24;25;5;15;9;21;1;4;6;14;1
1838;10/07/2019;3;9;23;12;16;5;25;21;10;1;8;22;20;15;18;7
1839;12/07/2019;19;1;15;24;25;3;17;23;8;14;4;6;9;18;7;18
1840;15/07/2019;16;6;14;11;7;15;10;19;21;24;12;2;3;13;17;3
1841;17/07/2019;8;3;1;7;6;21;25;2;13;18;17;12;11;4;22;4
1842;19/07/2019;9;19;14;20;3;13;4;12;6;21;5;16;23;17;11;2
1843;22/07/2019;15;6;17;21;8;14;12;24;19;22;16;20;11;4;7;2
1844;24/07/2019;12;17;14;25;5;11;16;15;21;6;8;3;1;23;7;0
1845;26/07/2019;20;11;23;8;6;4;19;17;18;14;15;3;10;21;5;6
1846;29/07/2019;20;3;25;19;18;2;10;9;1;12;15;14;24;11;22;10
1847;31/07/2019;15;19;7;14;23;2;17;3;8;24;1;18;20;5;9;3
1848;02/08/2019;11;15;24;9;3;13;17;21;8;22;7;16;20;18;2;3
1849;05/08/2019;25;21;19;22;17;1;9;13;18;12;11;5;23;14;24;0
1850;07/08/2019;20;15;7;11;21;23;4;5;10;12;16;18;24;14;25;6
1851;09/08/2019;10;19;1;20;16;5;25;13;23;22;6;11;7;8;9;1
1852;12/08/2019;1;19;20;17;12;9;25;24;3;23;10;21;6;13;18;4
1853;14/08/2019;3;15;20;22;1;13;24;5;14;10;17;11;9;16;23;3
1854;16/08/2019;16;4;15;20;8;24;17;5;14;13;22;18;11;6;3;5
1855;19/08/2019;17;15;11;12;1;13;16;20;7;14;24;23;25;5;4;2
1856;21/08/2019;18;10;11;1;3;4;13;16;20;8;23;7;21;17;12;3
1857;23/08/2019;17;22;15;24;25;7;14;2;9;6;4;20;16;23;8;0
1858;26/08/2019;25;3;2;15;17;13;9;21;8;20;7;4;18;22;11;10
1859;28/08/2019;20;6;12;7;21;25;3;13;17;8;24;19;9;16;22;5
1860;30/08/2019;3;24;15;22;1;10;11;2;17;18;21;5;4;19;23;2
1861;06/09/2019;22;6;24;25;18;14;16;7;9;3;8;5;13;2;23;33
1862;09/09/2019;16;21;20;7;3;13;5;18;11;2;23;4;19;24;10;4
1863;11/09/2019;5;8;21;6;14;25;16;9;18;4;2;3;24;22;10;1
1864;13/09/2019;24;10;6;25;14;21;12;3;20;2;9;7;18;8;16;1
1865;16/09/2019;7;2;19;21;3;12;5;14;10;20;25;17;11;6;24;7
1866;18/09/2019;12;21;4;25;23;16;13;14;3;20;2;11;1;5;10;2
1867;20/09/2019;5;13;6;17;1;4;15;7;8;12;16;9;18;2;25;1
1868;23/09/2019;2;11;10;16;8;1;5;21;4;19;24;17;13;14;6;3
1869;25/09/2019;15;24;23;4;17;25;13;21;22;2;1;14;11;10;18;1
1870;27/09/2019;16;25;24;3;1;2;20;4;22;7;10;21;18;6;15;1
1871;30/09/2019;1;24;4;5;13;11;6;8;2;22;7;23;18;14;20;2
1872;02/10/2019;13;1;14;9;20;22;25;8;6;19;17;2;15;21;23;0
1873;04/10/2019;11;17;14;4;23;9;12;5;8;15;19;10;21;1;7;7
1874;07/10/2019;19;1;25;13;14;5;24;6;17;20;8;21;22;9;10;1
1875;09/10/2019;7;13;1;18;22;16;24;23;4;3;14;5;8;21;19;0
1876;11/10/2019;20;8;3;23;18;11;19;2;1;7;16;24;13;22;4;4
1877;14/10/2019;11;25;18;4;8;24;15;9;2;23;12;21;14;19;13;1
1878;16/10/2019;8;1;24;15;3;19;4;10;23;12;17;5;2;6;25;3
1879;18/10/2019;8;16;25;19;20;6;13;11;21;2;4;10;15;5;24;34
1880;21/10/2019;5;23;15;22;18;1;20;11;13;19;7;9;4;24;6;4
1881;23/10/2019;14;3;17;10;1;21;24;4;19;15;16;5;23;18;25;0
1882;25/10/2019;23;13;11;12;24;5;1;9;16;3;14;4;22;15;8;1
1883;28/10/2019;3;11;1;4;15;18;17;21;22;13;8;5;2;23;16;1
1884;30/10/2019;6;25;3;23;11;16;7;2;5;9;14;17;12;8;1;2
1885;01/11/2019;10;9;23;11;25;1;8;21;17;3;22;12;5;14;18;6
1886;04/11/2019;25;16;3;6;20;15;11;9;22;19;1;21;2;14;12;1
1887;06/11/2019;7;17;14;6;4;10;22;9;12;3;16;18;8;11;1;1
1888;09/11/2019;25;17;24;2;8;4;6;7;20;12;22;11;18;23;14;6
1889;11/11/2019;25;2;14;22;4;19;20;23;15;7;6;24;13;1;11;2
1890;13/11/2019;5;1;2;7;10;13;17;21;23;4;9;8;15;16;11;1
1891;16/11/2019;20;16;4;24;6;19;15;25;11;23;7;3;21;14;22;4
1892;18/11/2019;23;7;1;6;10;5;9;21;20;24;19;8;25;3;11;1
1893;21/11/2019;14;15;10;25;7;22;21;19;2;3;5;9;16;4;20;3
1894;22/11/2019;2;18;5;16;12;8;17;21;11;22;19;4;25;15;9;4
1895;25/11/2019;23;2;10;9;24;25;8;19;1;14;3;22;13;6;4;1
1896;27/11/2019;1;8;22;24;17;15;2;18;9;20;21;3;6;16;12;2
1897;29/11/2019;13;15;4;8;7;20;1;16;3;17;12;24;5;14;21;0
1898;02/12/2019;13;22;19;21;10;18;23;14;20;9;12;5;6;8;16;4
1899;04/12/2019;20;5;19;17;9;6;16;1;14;10;15;3;18;11;23;0
1900;06/12/2019;19;10;18;17;5;11;6;22;7;12;25;8;16;1;13;4
1901;09/12/2019;17;5;10;9;19;15;13;18;4;20;14;16;2;3;12;2
1902;11/12/2019;11;1;17;22;25;15;23;8;4;16;5;6;12;2;9;3
1903;13/12/2019;10;12;19;24;9;15;20;4;21;16;8;14;23;6;7;1
1904;16/12/2019;25;8;13;10;7;12;15;11;14;18;23;17;6;1;20;1
1905;18/12/2019;23;24;1;19;6;9;3;15;12;21;18;8;16;17;11;2
1906;20/12/2019;18;4;14;17;25;6;10;3;16;11;23;1;24;7;2;3
1907;23/12/2019;13;4;21;9;5;10;19;3;17;1;16;23;24;15;25;4
1908;26/12/2019;14;2;24;25;23;17;16;8;13;12;20;7;4;22;6;3
1909;28/12/2019;8;25;12;9;5;22;10;18;4;14;6;11;17;3;2;1
1910;30/12/2019;22;3;9;14;15;4;16;2;7;18;10;23;13;25;12;3
1911;03/01/2020;1;15;4;11;5;22;14;13;25;21;8;12;2;24;19;2
1912;06/01/2020;23;24;21;5;6;22;16;10;7;18;20;2;14;9;8;1
1913;08/01/2020;9;7;5;8;19;10;12;24;2;25;14;20;6;16;11;2
1914;10/01/2020;13;15;14;12;8;21;18;5;20;19;17;2;4;10;25;0
1915;13/01/2020;25;2;21;12;15;11;13;4;17;8;20;16;19;22;10;5
1916;15/01/2020;20;11;4;7;24;15;6;25;10;13;18;23;19;5;8;4
1917;17/01/2020;2;24;23;3;20;14;19;4;1;25;10;15;21;13;17;1
1918;20/01/2020;17;19;7;18;2;12;20;4;5;9;10;24;11;22;6;5
1919;22/01/2020;24;11;21;10;15;3;9;1;6;2;19;20;5;22;23;3
1920;24/01/2020;6;13;14;21;11;9;20;4;10;17;18;22;25;2;12;4
1921;27/01/2020;5;16;15;2;4;13;7;3;21;9;8;6;10;18;24;5
1922;29/01/2020;8;3;18;17;10;16;19;4;5;25;12;7;6;2;23;1
1923;31/01/2020;23;10;4;7;12;22;24;17;20;1;14;25;5;19;11;16
1924;03/02/2020;10;23;8;12;22;17;2;14;18;24;13;25;11;3;9;3
1925;05/02/2020;6;2;18;20;1;7;14;9;3;5;4;21;16;13;23;1
1926;07/02/2020;5;18;16;4;21;9;10;6;24;17;13;15;14;23;1;4
1927;10/02/2020;22;11;21;1;5;17;18;2;23;10;15;8;13;4;24;4
1928;12/02/2020;10;19;5;7;2;24;8;1;6;9;23;15;25;3;16;1
1929;14/02/2020;7;19;10;13;2;20;25;15;3;22;11;4;9;1;8;5
1930;17/02/2020;10;8;23;5;7;14;22;24;16;13;4;2;1;17;21;2
1931;19/02/2020;22;9;3;6;11;7;16;4;18;19;12;10;14;5;23;4
1932;21/02/2020;12;8;16;19;2;20;14;4;6;10;24;22;9;17;11;20
1933;26/02/2020;9;1;22;10;16;12;20;19;24;7;21;11;13;25;23;1
1934;28/02/2020;24;20;7;4;2;1;11;9;8;5;25;23;12;3;10;4
1935;02/03/2020;22;7;15;17;1;3;24;16;23;8;10;5;6;18;12;3
1936;04/03/2020;25;5;21;8;13;6;17;11;14;15;4;2;3;19;20;4
1937;06/03/2020;9;6;17;19;21;22;5;23;10;24;15;12;4;11;3;4
1938;09/03/2020;11;6;22;3;25;18;16;12;21;7;20;8;19;10;4;2
1939;11/03/2020;3;2;9;6;19;23;10;13;4;20;12;11;7;24;22;6
1940;13/03/2020;23;13;12;1;11;15;24;21;22;5;25;10;17;8;18;0
1941;16/03/2020;8;24;12;3;16;20;5;22;17;25;1;13;4;14;10;9
1942;18/03/2020;1;24;18;25;15;20;3;2;10;13;12;7;11;4;8;2
1943;20/03/2020;22;20;10;3;9;15;13;18;14;23;17;2;16;6;19;2
1944;23/03/2020;2;10;24;1;9;5;13;11;18;7;4;23;22;8;16;11
1945;25/03/2020;22;20;24;15;3;19;23;10;8;17;25;4;9;5;12;5
1946;27/03/2020;21;7;1;23;22;3;14;4;10;20;6;11;15;2;13;1
1947;30/03/2020;15;22;19;2;5;25;11;24;16;14;18;9;23;6;13;2
1948;01/04/2020;19;16;20;22;13;17;7;9;11;1;12;21;14;24;3;3
1949;03/04/2020;15;14;19;16;8;5;10;3;6;20;11;25;23;2;22;5
1950;06/04/2020;8;11;16;23;2;21;25;18;6;20;10;3;9;12;4;2
1951;08/04/2020;11;10;16;3;6;23;22;19;18;4;13;20;25;12;9;4
1952;11/04/2020;22;5;17;20;10;13;11;18;14;24;16;7;9;21;3;6
1953;13/04/2020;9;3;1;18;16;23;5;15;19;21;6;10;4;22;20;1
1954;15/04/2020;24;16;7;8;13;3;22;6;10;4;23;25;2;18;21;2
1955;17/04/2020;5;2;16;22;12;19;14;15;24;20;23;1;4;9;25;2
1956;20/04/2020;20;16;10;22;9;21;3;4;15;23;14;7;19;8;6;0
1957;22/04/2020;5;23;17;2;3;19;11;1;4;16;14;25;15;20;7;1
1958;24/04/2020;7;22;15;6;5;21;11;2;23;17;25;18;20;8;3;4
1959;27/04/2020;2;6;3;7;9;10;25;20;24;17;13;12;16;1;18;0
1960;29/04/2020;7;3;21;25;17;18;15;10;20;24;12;9;2;13;23;10
1961;02/05/2020;14;2;22;19;21;15;23;7;20;4;5;18;13;12;24;2
1962;04/05/2020;4;12;2;3;22;6;1;13;9;21;20;14;19;16;15;1
1963;06/05/2020;20;4;11;12;10;25;9;5;24;14;13;15;18;3;8;3
1964;08/05/2020;16;14;10;17;5;2;13;23;3;19;15;9;1;8;12;0
1965;11/05/2020;24;12;6;21;22;23;25;16;5;20;2;19;10;4;1;0
1966;13/05/2020;15;1;9;19;16;5;14;7;12;13;4;18;3;24;6;3
1967;15/05/2020;10;17;11;1;23;7;8;15;2;14;13;24;12;5;3;2
1968;18/05/2020;18;2;1;7;25;14;4;13;20;22;5;3;9;23;16;2
1969;20/05/2020;4;14;24;20;13;16;23;15;9;5;22;6;18;19;7;7
1970;22/05/2020;20;3;6;11;9;8;24;14;25;16;13;21;17;12;10;0
1971;25/05/2020;23;9;3;25;15;21;10;8;6;13;17;14;19;18;16;0
1972;27/05/2020;25;14;11;15;3;23;12;20;13;16;22;8;7;18;21;2
1973;29/05/2020;8;17;18;2;23;6;16;14;19;9;10;25;13;3;7;2
1974;01/06/2020;4;21;16;25;6;1;2;12;9;24;5;23;20;11;10;3
1975;03/06/2020;16;17;7;10;5;25;9;8;22;13;23;12;2;20;11;2
1976;05/06/2020;18;3;9;22;1;20;24;13;14;10;19;15;7;17;11;7
1977;08/06/2020;16;4;18;5;3;13;12;15;23;17;1;10;19;22;7;5
1978;10/06/2020;12;6;23;8;15;4;20;24;1;13;16;9;10;5;7;3
1979;12/06/2020;5;25;10;11;16;14;13;21;22;18;15;4;9;6;12;2
1980;15/06/2020;9;19;10;5;18;24;16;4;3;7;22;23;13;17;21;3
1981;17/06/2020;23;13;4;1;25;17;15;12;7;20;24;5;3;6;2;5
1982;19/06/2020;22;1;5;20;19;25;14;18;17;7;16;3;2;4;15;1
1983;22/06/2020;2;5;24;8;20;19;12;16;1;23;9;11;7;6;10;3
1984;24/06/2020;20;21;13;5;19;14;11;24;2;25;16;23;10;12;4;0
1985;26/06/2020;3;24;22;12;14;6;9;1;21;11;2;17;23;15;7;2
1986;29/06/2020;13;18;7;21;1;12;15;8;24;5;10;4;11;23;17;9
1987;01/07/2020;16;21;12;17;3;6;11;4;22;13;15;19;10;2;5;3
